,GP_name,quali_pos,driver,age_at_gp_in_days,position,driver_confidence,active_driver
3560,Hungaroring,5,Kimi Räikkönen,11974,5,0.944099379,1
3561,Hungaroring,6,Kimi Räikkönen,12338,6,0.944099379,1
3562,Hungaroring,2,Romain Grosjean,9600,2,0.851851852,1
3563,Hungaroring,3,Romain Grosjean,9964,3,0.851851852,1
3564,Hungaroring,14,Romain Grosjean,10328,15,0.851851852,1
3565,Hungaroring,10,Romain Grosjean,10692,10,0.851851852,1
3568,Hungaroring,10,Kimi Räikkönen,14536,10,0.944099379,1
3569,Hungaroring,20,Kimi Räikkönen,14886,20,0.944099379,1
3570,Hungaroring,17,Antonio Giovinazzi,9364,14,0.88,1
3571,Hungaroring,19,Antonio Giovinazzi,9714,19,0.88,1
3578,Hungaroring,11,Romain Grosjean,11056,11,0.851851852,1
3579,Hungaroring,14,Romain Grosjean,11427,15,0.851851852,1
3580,Hungaroring,10,Romain Grosjean,11791,10,0.851851852,1
3581,Hungaroring,9,Romain Grosjean,12162,9,0.851851852,1
3582,Hungaroring,18,Romain Grosjean,12512,18,0.851851852,1
3584,Hungaroring,15,Kevin Magnussen,9064,16,0.952380952,1
3585,Hungaroring,9,Kevin Magnussen,9428,9,0.952380952,1
3586,Hungaroring,14,Kevin Magnussen,9799,15,0.952380952,1
3587,Hungaroring,16,Kevin Magnussen,10149,16,0.952380952,1
3595,Hungaroring,22,Daniel Ricciardo,8065,23,0.942196532,1
3622,Hungaroring,16,Sergio Pérez,10782,17,0.933333333,1
3623,Hungaroring,4,Sergio Pérez,11132,4,0.933333333,1
3624,Hungaroring,18,Lance Stroll,7584,19,0.923076923,1
3625,Hungaroring,3,Lance Stroll,7934,3,0.923076923,1
3626,Hungaroring,17,Daniil Kvyat,9581,17,0.917525773,1
3627,Hungaroring,10,Pierre Gasly,8929,10,0.93877551,1
3661,Valencia Street Circuit,3,Lewis Hamilton,9302,3,0.945273632,1
3662,Valencia Street Circuit,3,Lewis Hamilton,9666,3,0.945273632,1
3663,Valencia Street Circuit,2,Lewis Hamilton,10030,2,0.945273632,1
3701,Valencia Street Circuit,17,Daniel Ricciardo,8394,17,0.942196532,1
3717,Valencia Street Circuit,16,Sergio Pérez,7821,16,0.933333333,1
3718,Valencia Street Circuit,15,Sergio Pérez,8185,15,0.933333333,1
3729,Valencia Street Circuit,1,Sebastian Vettel,8395,1,0.955,1
3730,Valencia Street Circuit,1,Sebastian Vettel,8759,1,0.955,1
3731,Valencia Street Circuit,1,Sebastian Vettel,9123,1,0.955,1
3733,Valencia Street Circuit,5,Kimi Räikkönen,11939,5,0.944099379,1
3734,Valencia Street Circuit,4,Romain Grosjean,9565,4,0.851851852,1
3770,Circuit de Spa-Francorchamps,10,Daniel Ricciardo,11019,6,0.942196532,1
3771,Circuit de Spa-Francorchamps,12,Kevin Magnussen,8728,12,0.952380952,1
3772,Circuit de Spa-Francorchamps,14,Carlos Sainz,8760,16,0.903846154,1
3809,Circuit de Spa-Francorchamps,20,Valtteri Bottas,8763,20,0.965034965,1
3810,Circuit de Spa-Francorchamps,6,Valtteri Bottas,9127,6,0.965034965,1
3811,Circuit de Spa-Francorchamps,3,Valtteri Bottas,9491,3,0.965034965,1
3812,Circuit de Spa-Francorchamps,8,Valtteri Bottas,9862,8,0.965034965,1
3813,Circuit de Spa-Francorchamps,15,Lance Stroll,6877,18,0.923076923,1
3814,Circuit de Spa-Francorchamps,17,Lance Stroll,7241,19,0.923076923,1
3816,Circuit de Spa-Francorchamps,14,George Russell,7868,19,0.958333333,1
3835,Circuit de Spa-Francorchamps,2,Lewis Hamilton,9365,2,0.945273632,1
3836,Circuit de Spa-Francorchamps,2,Lewis Hamilton,9729,2,0.945273632,1
3837,Circuit de Spa-Francorchamps,7,Lewis Hamilton,10100,8,0.945273632,1
3846,Circuit de Spa-Francorchamps,13,Sergio Pérez,8612,13,0.933333333,1
3847,Circuit de Spa-Francorchamps,7,Kevin Magnussen,7993,7,0.952380952,1
3848,Circuit de Spa-Francorchamps,15,Carlos Sainz,9131,17,0.903846154,1
3851,Circuit de Spa-Francorchamps,11,Lando Norris,7232,12,0.916666667,1
3859,Circuit de Spa-Francorchamps,8,Sebastian Vettel,10278,9,0.955,1
3860,Circuit de Spa-Francorchamps,4,Sebastian Vettel,10649,4,0.955,1
3861,Circuit de Spa-Francorchamps,2,Sebastian Vettel,11013,2,0.955,1
3862,Circuit de Spa-Francorchamps,2,Sebastian Vettel,11377,2,0.955,1
3863,Circuit de Spa-Francorchamps,2,Sebastian Vettel,11748,2,0.955,1
3867,Circuit de Spa-Francorchamps,8,Kimi Räikkönen,12730,8,0.944099379,1
3868,Circuit de Spa-Francorchamps,16,Kimi Räikkönen,13094,14,0.944099379,1
3869,Circuit de Spa-Francorchamps,3,Kimi Räikkönen,13465,3,0.944099379,1
3870,Circuit de Spa-Francorchamps,4,Kimi Räikkönen,13829,4,0.944099379,1
3871,Circuit de Spa-Francorchamps,6,Kimi Räikkönen,14193,6,0.944099379,1
3887,Circuit de Spa-Francorchamps,1,Charles Leclerc,7990,1,0.844444444,1
3943,Circuit de Spa-Francorchamps,1,Lewis Hamilton,10457,1,0.945273632,1
3944,Circuit de Spa-Francorchamps,2,Lewis Hamilton,10821,2,0.945273632,1
3945,Circuit de Spa-Francorchamps,1,Lewis Hamilton,11185,1,0.945273632,1
3946,Circuit de Spa-Francorchamps,21,Lewis Hamilton,11556,21,0.945273632,1
3947,Circuit de Spa-Francorchamps,1,Lewis Hamilton,11920,1,0.945273632,1
3948,Circuit de Spa-Francorchamps,1,Lewis Hamilton,12284,1,0.945273632,1
3949,Circuit de Spa-Francorchamps,3,Lewis Hamilton,12655,3,0.945273632,1
3952,Circuit de Spa-Francorchamps,3,Valtteri Bottas,10226,3,0.965034965,1
3953,Circuit de Spa-Francorchamps,19,Valtteri Bottas,10590,10,0.965034965,1
3954,Circuit de Spa-Francorchamps,4,Valtteri Bottas,10961,4,0.965034965,1
3965,Circuit de Spa-Francorchamps,16,Daniel Ricciardo,8464,16,0.942196532,1
3966,Circuit de Spa-Francorchamps,19,Daniel Ricciardo,8821,19,0.942196532,1
3970,Circuit de Spa-Francorchamps,11,Daniil Kvyat,7425,11,0.917525773,1
3971,Circuit de Spa-Francorchamps,19,Daniil Kvyat,8160,19,0.917525773,1
3972,Circuit de Spa-Francorchamps,19,Daniil Kvyat,8524,17,0.917525773,1
3973,Circuit de Spa-Francorchamps,19,Daniil Kvyat,9259,18,0.917525773,1
3974,Circuit de Spa-Francorchamps,10,Carlos Sainz,7661,10,0.903846154,1
3975,Circuit de Spa-Francorchamps,14,Carlos Sainz,8032,15,0.903846154,1
3976,Circuit de Spa-Francorchamps,13,Carlos Sainz,8396,14,0.903846154,1
3977,Circuit de Spa-Francorchamps,18,Max Verstappen,6536,15,0.914285714,1
3978,Circuit de Spa-Francorchamps,10,Pierre Gasly,8236,11,0.93877551,1
3979,Circuit de Spa-Francorchamps,13,Pierre Gasly,8607,16,0.93877551,1
3996,Circuit de Spa-Francorchamps,13,Sergio Pérez,8976,13,0.933333333,1
3997,Circuit de Spa-Francorchamps,4,Sergio Pérez,9340,5,0.933333333,1
3998,Circuit de Spa-Francorchamps,6,Sergio Pérez,9711,6,0.933333333,1
3999,Circuit de Spa-Francorchamps,8,Sergio Pérez,10075,8,0.933333333,1
4000,Circuit de Spa-Francorchamps,4,Sergio Pérez,10439,4,0.933333333,1
4001,Circuit de Spa-Francorchamps,9,Esteban Ocon,7649,9,0.923076923,1
4002,Circuit de Spa-Francorchamps,3,Esteban Ocon,8013,3,0.923076923,1
4021,Circuit de Spa-Francorchamps,9,Sergio Pérez,7884,9,0.933333333,1
4022,Circuit de Spa-Francorchamps,4,Sergio Pérez,8255,5,0.933333333,1
4032,Circuit de Spa-Francorchamps,12,Charles Leclerc,7619,13,0.844444444,1
4047,Circuit de Spa-Francorchamps,4,Sebastian Vettel,8458,4,0.955,1
4048,Circuit de Spa-Francorchamps,1,Sebastian Vettel,8822,1,0.955,1
4049,Circuit de Spa-Francorchamps,10,Sebastian Vettel,9193,11,0.955,1
4050,Circuit de Spa-Francorchamps,2,Sebastian Vettel,9550,2,0.955,1
4051,Circuit de Spa-Francorchamps,3,Sebastian Vettel,9914,3,0.955,1
4056,Circuit de Spa-Francorchamps,5,Daniel Ricciardo,9185,5,0.942196532,1
4057,Circuit de Spa-Francorchamps,5,Daniel Ricciardo,9549,6,0.942196532,1
4058,Circuit de Spa-Francorchamps,5,Daniel Ricciardo,9920,5,0.942196532,1
4059,Circuit de Spa-Francorchamps,6,Daniel Ricciardo,10284,6,0.942196532,1
4060,Circuit de Spa-Francorchamps,8,Daniel Ricciardo,10648,8,0.942196532,1
4061,Circuit de Spa-Francorchamps,12,Daniil Kvyat,7789,12,0.917525773,1
4062,Circuit de Spa-Francorchamps,2,Max Verstappen,6907,2,0.914285714,1
4063,Circuit de Spa-Francorchamps,5,Max Verstappen,7271,5,0.914285714,1
4064,Circuit de Spa-Francorchamps,7,Max Verstappen,7635,7,0.914285714,1
4065,Circuit de Spa-Francorchamps,5,Max Verstappen,8006,5,0.914285714,1
4066,Circuit de Spa-Francorchamps,17,Alexander Albon,8562,14,0.956521739,1
4069,Circuit de Spa-Francorchamps,3,Kimi Räikkönen,12009,4,0.944099379,1
4070,Circuit de Spa-Francorchamps,8,Kimi Räikkönen,12366,8,0.944099379,1
4071,Circuit de Spa-Francorchamps,8,Romain Grosjean,9635,9,0.851851852,1
4072,Circuit de Spa-Francorchamps,7,Romain Grosjean,9992,7,0.851851852,1
4073,Circuit de Spa-Francorchamps,15,Romain Grosjean,10356,15,0.851851852,1
4074,Circuit de Spa-Francorchamps,9,Romain Grosjean,10720,4,0.851851852,1
4077,Circuit de Spa-Francorchamps,6,Kimi Räikkönen,14564,8,0.944099379,1
4078,Circuit de Spa-Francorchamps,18,Antonio Giovinazzi,9392,15,0.88,1
4085,Circuit de Spa-Francorchamps,11,Romain Grosjean,11091,11,0.851851852,1
4086,Circuit de Spa-Francorchamps,11,Romain Grosjean,11455,12,0.851851852,1
4087,Circuit de Spa-Francorchamps,5,Romain Grosjean,11819,5,0.851851852,1
4088,Circuit de Spa-Francorchamps,9,Romain Grosjean,12190,11,0.851851852,1
4090,Circuit de Spa-Francorchamps,12,Kevin Magnussen,9092,13,0.952380952,1
4091,Circuit de Spa-Francorchamps,9,Kevin Magnussen,9456,9,0.952380952,1
4092,Circuit de Spa-Francorchamps,8,Kevin Magnussen,9827,10,0.952380952,1
4100,Circuit de Spa-Francorchamps,23,Daniel Ricciardo,8093,23,0.942196532,1
4127,Circuit de Spa-Francorchamps,7,Sergio Pérez,10810,9,0.933333333,1
4128,Circuit de Spa-Francorchamps,16,Lance Stroll,7612,13,0.923076923,1
4130,Circuit de Spa-Francorchamps,17,Esteban Ocon,7285,18,0.923076923,1
4166,Autodromo Nazionale di Monza,5,Daniel Ricciardo,11026,5,0.942196532,1
4167,Autodromo Nazionale di Monza,21,Kevin Magnussen,8735,21,0.952380952,1
4168,Autodromo Nazionale di Monza,7,Carlos Sainz,8767,7,0.903846154,1
4205,Autodromo Nazionale di Monza,18,Valtteri Bottas,8777,18,0.965034965,1
4206,Autodromo Nazionale di Monza,3,Valtteri Bottas,9141,3,0.965034965,1
4207,Autodromo Nazionale di Monza,6,Valtteri Bottas,9505,6,0.965034965,1
4208,Autodromo Nazionale di Monza,5,Valtteri Bottas,9869,5,0.965034965,1
4209,Autodromo Nazionale di Monza,2,Lance Stroll,6884,4,0.923076923,1
4210,Autodromo Nazionale di Monza,10,Lance Stroll,7248,10,0.923076923,1
4212,Autodromo Nazionale di Monza,14,George Russell,7875,18,0.958333333,1
4234,Autodromo Nazionale di Monza,5,Lewis Hamilton,9379,5,0.945273632,1
4235,Autodromo Nazionale di Monza,2,Lewis Hamilton,9743,2,0.945273632,1
4236,Autodromo Nazionale di Monza,1,Lewis Hamilton,10107,1,0.945273632,1
4245,Autodromo Nazionale di Monza,8,Sergio Pérez,8626,8,0.933333333,1
4246,Autodromo Nazionale di Monza,5,Kevin Magnussen,8007,5,0.952380952,1
4247,Autodromo Nazionale di Monza,7,Carlos Sainz,9138,7,0.903846154,1
4250,Autodromo Nazionale di Monza,16,Lando Norris,7239,14,0.916666667,1
4260,Autodromo Nazionale di Monza,3,Sebastian Vettel,10292,3,0.955,1
4261,Autodromo Nazionale di Monza,3,Sebastian Vettel,10656,3,0.955,1
4262,Autodromo Nazionale di Monza,6,Sebastian Vettel,11020,8,0.955,1
4263,Autodromo Nazionale di Monza,2,Sebastian Vettel,11384,2,0.955,1
4264,Autodromo Nazionale di Monza,4,Sebastian Vettel,11755,4,0.955,1
4268,Autodromo Nazionale di Monza,11,Kimi Räikkönen,12744,12,0.944099379,1
4269,Autodromo Nazionale di Monza,2,Kimi Räikkönen,13108,2,0.944099379,1
4270,Autodromo Nazionale di Monza,4,Kimi Räikkönen,13472,4,0.944099379,1
4271,Autodromo Nazionale di Monza,5,Kimi Räikkönen,13836,7,0.944099379,1
4272,Autodromo Nazionale di Monza,1,Kimi Räikkönen,14200,1,0.944099379,1
4288,Autodromo Nazionale di Monza,1,Charles Leclerc,7997,1,0.844444444,1
4344,Autodromo Nazionale di Monza,12,Lewis Hamilton,10471,12,0.945273632,1
4345,Autodromo Nazionale di Monza,1,Lewis Hamilton,10835,1,0.945273632,1
4346,Autodromo Nazionale di Monza,1,Lewis Hamilton,11199,1,0.945273632,1
4347,Autodromo Nazionale di Monza,1,Lewis Hamilton,11563,1,0.945273632,1
4348,Autodromo Nazionale di Monza,1,Lewis Hamilton,11927,1,0.945273632,1
4349,Autodromo Nazionale di Monza,3,Lewis Hamilton,12291,3,0.945273632,1
4350,Autodromo Nazionale di Monza,2,Lewis Hamilton,12662,2,0.945273632,1
4354,Autodromo Nazionale di Monza,4,Valtteri Bottas,10233,6,0.965034965,1
4355,Autodromo Nazionale di Monza,4,Valtteri Bottas,10597,4,0.965034965,1
4356,Autodromo Nazionale di Monza,3,Valtteri Bottas,10968,3,0.965034965,1
4369,Autodromo Nazionale di Monza,14,Daniel Ricciardo,8471,15,0.942196532,1
4370,Autodromo Nazionale di Monza,7,Daniel Ricciardo,8835,7,0.942196532,1
4374,Autodromo Nazionale di Monza,21,Daniil Kvyat,7439,11,0.917525773,1
4375,Autodromo Nazionale di Monza,16,Daniil Kvyat,8167,17,0.917525773,1
4376,Autodromo Nazionale di Monza,8,Daniil Kvyat,8531,14,0.917525773,1
4377,Autodromo Nazionale di Monza,12,Daniil Kvyat,9266,13,0.917525773,1
4378,Autodromo Nazionale di Monza,17,Carlos Sainz,7675,13,0.903846154,1
4379,Autodromo Nazionale di Monza,15,Carlos Sainz,8039,16,0.903846154,1
4380,Autodromo Nazionale di Monza,15,Carlos Sainz,8403,15,0.903846154,1
4381,Autodromo Nazionale di Monza,20,Max Verstappen,6550,20,0.914285714,1
4382,Autodromo Nazionale di Monza,9,Pierre Gasly,8243,9,0.93877551,1
4383,Autodromo Nazionale di Monza,17,Pierre Gasly,8614,15,0.93877551,1
4399,Autodromo Nazionale di Monza,10,Sergio Pérez,8990,10,0.933333333,1
4400,Autodromo Nazionale di Monza,7,Sergio Pérez,9354,7,0.933333333,1
4401,Autodromo Nazionale di Monza,8,Sergio Pérez,9718,8,0.933333333,1
4402,Autodromo Nazionale di Monza,10,Sergio Pérez,10082,11,0.933333333,1
4403,Autodromo Nazionale di Monza,14,Sergio Pérez,10446,16,0.933333333,1
4404,Autodromo Nazionale di Monza,3,Esteban Ocon,7656,5,0.923076923,1
4405,Autodromo Nazionale di Monza,8,Esteban Ocon,8020,8,0.923076923,1
4424,Autodromo Nazionale di Monza,15,Sergio Pérez,7898,15,0.933333333,1
4425,Autodromo Nazionale di Monza,12,Sergio Pérez,8262,13,0.933333333,1
4435,Autodromo Nazionale di Monza,15,Charles Leclerc,7626,17,0.844444444,1
4452,Autodromo Nazionale di Monza,6,Sebastian Vettel,8472,6,0.955,1
4453,Autodromo Nazionale di Monza,1,Sebastian Vettel,8836,1,0.955,1
4454,Autodromo Nazionale di Monza,5,Sebastian Vettel,9200,6,0.955,1
4455,Autodromo Nazionale di Monza,1,Sebastian Vettel,9564,1,0.955,1
4456,Autodromo Nazionale di Monza,8,Sebastian Vettel,9928,8,0.955,1
4463,Autodromo Nazionale di Monza,9,Daniel Ricciardo,9199,9,0.942196532,1
4464,Autodromo Nazionale di Monza,19,Daniel Ricciardo,9563,15,0.942196532,1
4465,Autodromo Nazionale di Monza,6,Daniel Ricciardo,9927,6,0.942196532,1
4466,Autodromo Nazionale di Monza,16,Daniel Ricciardo,10291,3,0.942196532,1
4467,Autodromo Nazionale di Monza,19,Daniel Ricciardo,10655,15,0.942196532,1
4468,Autodromo Nazionale di Monza,18,Daniil Kvyat,7803,14,0.917525773,1
4469,Autodromo Nazionale di Monza,7,Max Verstappen,6914,7,0.914285714,1
4470,Autodromo Nazionale di Monza,13,Max Verstappen,7278,2,0.914285714,1
4471,Autodromo Nazionale di Monza,5,Max Verstappen,7642,5,0.914285714,1
4472,Autodromo Nazionale di Monza,19,Max Verstappen,8013,20,0.914285714,1
4473,Autodromo Nazionale di Monza,8,Alexander Albon,8569,8,0.956521739,1
4478,Autodromo Nazionale di Monza,7,Kimi Räikkönen,12016,8,0.944099379,1
4479,Autodromo Nazionale di Monza,11,Kimi Räikkönen,12380,11,0.944099379,1
4480,Autodromo Nazionale di Monza,13,Romain Grosjean,10006,13,0.851851852,1
4481,Autodromo Nazionale di Monza,17,Romain Grosjean,10370,18,0.851851852,1
4482,Autodromo Nazionale di Monza,8,Romain Grosjean,10734,8,0.851851852,1
4486,Autodromo Nazionale di Monza,0,Kimi Räikkönen,14571,10,0.944099379,1
4487,Autodromo Nazionale di Monza,10,Antonio Giovinazzi,9399,11,0.88,1
4494,Autodromo Nazionale di Monza,17,Romain Grosjean,11098,12,0.851851852,1
4495,Autodromo Nazionale di Monza,20,Romain Grosjean,11462,20,0.851851852,1
4496,Autodromo Nazionale di Monza,6,Romain Grosjean,11826,6,0.851851852,1
4497,Autodromo Nazionale di Monza,13,Romain Grosjean,12197,16,0.851851852,1
4499,Autodromo Nazionale di Monza,9,Kevin Magnussen,9099,16,0.952380952,1
4500,Autodromo Nazionale di Monza,11,Kevin Magnussen,9463,11,0.952380952,1
4501,Autodromo Nazionale di Monza,11,Kevin Magnussen,9834,12,0.952380952,1
4509,Autodromo Nazionale di Monza,23,Daniel Ricciardo,8107,23,0.942196532,1
4536,Autodromo Nazionale di Monza,18,Sergio Pérez,10817,17,0.933333333,1
4537,Autodromo Nazionale di Monza,9,Lance Stroll,7619,9,0.923076923,1
4556,Marina Bay Street Circuit,20,Daniel Ricciardo,11040,20,0.942196532,1
4557,Marina Bay Street Circuit,15,Kevin Magnussen,8749,17,0.952380952,1
4558,Marina Bay Street Circuit,12,Carlos Sainz,8781,12,0.903846154,1
4577,Marina Bay Street Circuit,16,Valtteri Bottas,8791,16,0.965034965,1
4578,Marina Bay Street Circuit,8,Valtteri Bottas,9155,8,0.965034965,1
4579,Marina Bay Street Circuit,7,Valtteri Bottas,9519,7,0.965034965,1
4580,Marina Bay Street Circuit,10,Valtteri Bottas,9883,11,0.965034965,1
4581,Marina Bay Street Circuit,18,Lance Stroll,6898,18,0.923076923,1
4582,Marina Bay Street Circuit,20,Lance Stroll,7262,20,0.923076923,1
4584,Marina Bay Street Circuit,18,George Russell,7889,18,0.958333333,1
4600,Marina Bay Street Circuit,3,Lewis Hamilton,9393,3,0.945273632,1
4601,Marina Bay Street Circuit,4,Lewis Hamilton,9757,4,0.945273632,1
4602,Marina Bay Street Circuit,1,Lewis Hamilton,10121,1,0.945273632,1
4603,Marina Bay Street Circuit,14,Sergio Pérez,8640,14,0.933333333,1
4604,Marina Bay Street Circuit,9,Kevin Magnussen,8021,9,0.952380952,1
4605,Marina Bay Street Circuit,7,Carlos Sainz,9152,7,0.903846154,1
4608,Marina Bay Street Circuit,9,Lando Norris,7253,9,0.916666667,1
4615,Marina Bay Street Circuit,1,Sebastian Vettel,10306,1,0.955,1
4616,Marina Bay Street Circuit,22,Sebastian Vettel,10670,22,0.955,1
4617,Marina Bay Street Circuit,1,Sebastian Vettel,11034,1,0.955,1
4618,Marina Bay Street Circuit,3,Sebastian Vettel,11398,3,0.955,1
4619,Marina Bay Street Circuit,3,Sebastian Vettel,11769,3,0.955,1
4622,Marina Bay Street Circuit,7,Kimi Räikkönen,12758,7,0.944099379,1
4623,Marina Bay Street Circuit,3,Kimi Räikkönen,13122,3,0.944099379,1
4624,Marina Bay Street Circuit,5,Kimi Räikkönen,13486,5,0.944099379,1
4625,Marina Bay Street Circuit,4,Kimi Räikkönen,13850,4,0.944099379,1
4626,Marina Bay Street Circuit,5,Kimi Räikkönen,14214,5,0.944099379,1
4632,Marina Bay Street Circuit,1,Charles Leclerc,8011,1,0.844444444,1
4658,Marina Bay Street Circuit,5,Lewis Hamilton,10485,5,0.945273632,1
4659,Marina Bay Street Circuit,1,Lewis Hamilton,10849,1,0.945273632,1
4660,Marina Bay Street Circuit,5,Lewis Hamilton,11213,5,0.945273632,1
4661,Marina Bay Street Circuit,3,Lewis Hamilton,11577,3,0.945273632,1
4662,Marina Bay Street Circuit,5,Lewis Hamilton,11941,5,0.945273632,1
4663,Marina Bay Street Circuit,1,Lewis Hamilton,12305,1,0.945273632,1
4664,Marina Bay Street Circuit,2,Lewis Hamilton,12676,2,0.945273632,1
4668,Marina Bay Street Circuit,6,Valtteri Bottas,10247,6,0.965034965,1
4669,Marina Bay Street Circuit,4,Valtteri Bottas,10611,4,0.965034965,1
4670,Marina Bay Street Circuit,5,Valtteri Bottas,10982,5,0.965034965,1
4679,Marina Bay Street Circuit,15,Daniel Ricciardo,8485,15,0.942196532,1
4680,Marina Bay Street Circuit,9,Daniel Ricciardo,8849,9,0.942196532,1
4684,Marina Bay Street Circuit,10,Daniil Kvyat,7453,10,0.917525773,1
4685,Marina Bay Street Circuit,7,Daniil Kvyat,8181,7,0.917525773,1
4686,Marina Bay Street Circuit,13,Daniil Kvyat,8545,13,0.917525773,1
4687,Marina Bay Street Circuit,14,Daniil Kvyat,9280,15,0.917525773,1
4688,Marina Bay Street Circuit,14,Carlos Sainz,7689,14,0.903846154,1
4689,Marina Bay Street Circuit,6,Carlos Sainz,8053,6,0.903846154,1
4690,Marina Bay Street Circuit,10,Carlos Sainz,8417,10,0.903846154,1
4691,Marina Bay Street Circuit,8,Max Verstappen,6564,8,0.914285714,1
4692,Marina Bay Street Circuit,15,Pierre Gasly,8257,15,0.93877551,1
4693,Marina Bay Street Circuit,11,Pierre Gasly,8628,12,0.93877551,1
4710,Marina Bay Street Circuit,15,Sergio Pérez,9004,15,0.933333333,1
4711,Marina Bay Street Circuit,13,Sergio Pérez,9368,13,0.933333333,1
4712,Marina Bay Street Circuit,17,Sergio Pérez,9732,10,0.933333333,1
4713,Marina Bay Street Circuit,12,Sergio Pérez,10096,12,0.933333333,1
4714,Marina Bay Street Circuit,7,Sergio Pérez,10460,7,0.933333333,1
4715,Marina Bay Street Circuit,14,Esteban Ocon,7670,14,0.923076923,1
4716,Marina Bay Street Circuit,9,Esteban Ocon,8034,9,0.923076923,1
4723,Marina Bay Street Circuit,11,Sergio Pérez,7912,11,0.933333333,1
4724,Marina Bay Street Circuit,14,Sergio Pérez,8276,14,0.933333333,1
4734,Marina Bay Street Circuit,13,Charles Leclerc,7640,13,0.844444444,1
4746,Marina Bay Street Circuit,2,Sebastian Vettel,8486,2,0.955,1
4747,Marina Bay Street Circuit,1,Sebastian Vettel,8850,1,0.955,1
4748,Marina Bay Street Circuit,3,Sebastian Vettel,9214,3,0.955,1
4749,Marina Bay Street Circuit,1,Sebastian Vettel,9578,1,0.955,1
4750,Marina Bay Street Circuit,4,Sebastian Vettel,9942,4,0.955,1
4752,Marina Bay Street Circuit,3,Daniel Ricciardo,9213,3,0.942196532,1
4753,Marina Bay Street Circuit,2,Daniel Ricciardo,9577,2,0.942196532,1
4754,Marina Bay Street Circuit,2,Daniel Ricciardo,9941,2,0.942196532,1
4755,Marina Bay Street Circuit,3,Daniel Ricciardo,10305,3,0.942196532,1
4756,Marina Bay Street Circuit,6,Daniel Ricciardo,10669,6,0.942196532,1
4757,Marina Bay Street Circuit,4,Daniil Kvyat,7817,4,0.917525773,1
4758,Marina Bay Street Circuit,4,Max Verstappen,6928,4,0.914285714,1
4759,Marina Bay Street Circuit,2,Max Verstappen,7292,2,0.914285714,1
4760,Marina Bay Street Circuit,2,Max Verstappen,7656,2,0.914285714,1
4761,Marina Bay Street Circuit,4,Max Verstappen,8027,4,0.914285714,1
4762,Marina Bay Street Circuit,6,Alexander Albon,8583,6,0.956521739,1
4763,Marina Bay Street Circuit,12,Kimi Räikkönen,12030,12,0.944099379,1
4764,Marina Bay Street Circuit,13,Kimi Räikkönen,12394,13,0.944099379,1
4765,Marina Bay Street Circuit,8,Romain Grosjean,9656,8,0.851851852,1
4766,Marina Bay Street Circuit,3,Romain Grosjean,10020,3,0.851851852,1
4767,Marina Bay Street Circuit,16,Romain Grosjean,10384,16,0.851851852,1
4768,Marina Bay Street Circuit,10,Romain Grosjean,10748,10,0.851851852,1
4771,Marina Bay Street Circuit,12,Kimi Räikkönen,14585,13,0.944099379,1
4772,Marina Bay Street Circuit,10,Antonio Giovinazzi,9413,11,0.88,1
4779,Marina Bay Street Circuit,20,Romain Grosjean,11112,15,0.851851852,1
4780,Marina Bay Street Circuit,15,Romain Grosjean,11476,15,0.851851852,1
4781,Marina Bay Street Circuit,8,Romain Grosjean,11840,8,0.851851852,1
4782,Marina Bay Street Circuit,17,Romain Grosjean,12211,17,0.851851852,1
4784,Marina Bay Street Circuit,16,Kevin Magnussen,9113,16,0.952380952,1
4785,Marina Bay Street Circuit,16,Kevin Magnussen,9477,16,0.952380952,1
4786,Marina Bay Street Circuit,13,Kevin Magnussen,9848,14,0.952380952,1
4792,Marina Bay Street Circuit,23,Daniel Ricciardo,8121,23,0.942196532,1
4793,Marina Bay Street Circuit,15,Sergio Pérez,10831,10,0.933333333,1
4794,Marina Bay Street Circuit,16,Lance Stroll,7633,16,0.923076923,1
4798,Marina Bay Street Circuit,21,Esteban Ocon,7306,21,0.923076923,1
4832,Suzuka Circuit,16,Daniel Ricciardo,11061,16,0.942196532,1
4833,Suzuka Circuit,17,Kevin Magnussen,8770,18,0.952380952,1
4834,Suzuka Circuit,13,Carlos Sainz,8802,13,0.903846154,1
4873,Suzuka Circuit,13,Valtteri Bottas,8812,13,0.965034965,1
4874,Suzuka Circuit,3,Valtteri Bottas,9169,3,0.965034965,1
4875,Suzuka Circuit,3,Valtteri Bottas,9526,3,0.965034965,1
4876,Suzuka Circuit,11,Valtteri Bottas,9904,11,0.965034965,1
4877,Suzuka Circuit,15,Lance Stroll,6919,18,0.923076923,1
4878,Suzuka Circuit,14,Lance Stroll,7283,14,0.923076923,1
4880,Suzuka Circuit,18,George Russell,7910,18,0.958333333,1
4899,Suzuka Circuit,8,Lewis Hamilton,9407,3,0.945273632,1
4900,Suzuka Circuit,3,Lewis Hamilton,9771,3,0.945273632,1
4901,Suzuka Circuit,9,Lewis Hamilton,10135,9,0.945273632,1
4913,Suzuka Circuit,11,Sergio Pérez,8661,11,0.933333333,1
4914,Suzuka Circuit,7,Kevin Magnussen,8035,7,0.952380952,1
4915,Suzuka Circuit,7,Carlos Sainz,9173,7,0.903846154,1
4918,Suzuka Circuit,8,Lando Norris,7274,8,0.916666667,1
4930,Suzuka Circuit,4,Sebastian Vettel,10313,4,0.955,1
4931,Suzuka Circuit,6,Sebastian Vettel,10691,4,0.955,1
